"TOA5","TrailerWLEF","CR3000","8727","CR3000.Std.27","CPU:TRAILER_V1.CR3","26780","fastData"
"TIMESTAMP","RECORD","top_co2","top_h20","top_t","mid_co2","mid_h20","mid_t","bot_co2","bot_h20","bot_t","top_t2","mid_t2","bot_t2","top_p","mid_p","bot_p"
"TS","RN","volts","volts","C","volts","volts","C","volts","volts","C","C","C","C","kPa","kPa","kPa"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2014-01-13 19:51:36.4",2352,-457.8,-910,-11.94,-1491,-1900,-27.08,-2028,-2355,-18.84,-101.3,-34.15,-20.33,-0.682,-10.86,-26.33
"2014-01-13 19:51:36.5",2353,-457.8,-910,-11.94,-1490,-1900,-27.08,-2027,-2354,-18.84,-100.9,-36.1,-21.59,-2.8,-11.97,-26.18
"2014-01-13 19:51:36.6",2354,-457.6,-910,-11.94,-1491,-1900,-27.08,-2029,-2354,-18.88,-100.5,-37.84,-22.63,-4.896,-13.1,-26.11
"2014-01-13 19:51:36.7",2355,-457.4,-909,-11.94,-1490,-1900,-27.08,-2031,-2355,-18.94,-100.2,-39.4,-23.54,-6.952,-14.25,-26.1
"2014-01-13 19:51:36.8",2356,-457.4,-910,-11.94,-1491,-1900,-27.08,-2035,-2357,-19.03,-99.9,-40.81,-24.4,-8.96,-15.41,-26.15
"2014-01-13 19:51:36.9",2357,-457.3,-909,-11.94,-1491,-1900,-27.08,-2040,-2360,-19.13,-99.7,-42.07,-25.23,-10.93,-16.58,-26.27
"2014-01-13 19:51:37",2358,-457.3,-909,-11.94,-1491,-1900,-27.08,-2045,-2363,-19.26,-99.5,-43.2,-26.03,-12.86,-17.76,-26.44
"2014-01-13 19:51:37.1",2359,-457.4,-910,-11.94,-1491,-1900,-27.08,-2052,-2367,-19.39,-99.4,-44.22,-26.81,-14.74,-18.94,-26.67
"2014-01-13 19:51:37.2",2360,-457.3,-909,-11.94,-1491,-1900,-27.08,-2059,-2371,-19.54,-99.3,-45.15,-27.57,-16.57,-20.13,-26.94
"2014-01-13 19:51:37.3",2361,-457.3,-909,-11.94,-1491,-1900,-27.08,-2067,-2376,-19.7,-99.2,-45.98,-28.31,-18.36,-21.33,-27.27
"2014-01-13 19:51:37.4",2362,-457.4,-909,-11.94,-1491,-1900,-27.08,-2075,-2381,-19.87,-99.1,-46.74,-29.04,-20.11,-22.53,-27.65
"2014-01-13 19:51:37.5",2363,-457.3,-909,-11.94,-1491,-1900,-27.08,-2084,-2387,-20.05,-99.1,-47.43,-29.75,-21.82,-23.73,-28.06
"2014-01-13 19:51:37.6",2364,-456.9,-909,-11.94,-1491,-1900,-27.08,-2093,-2393,-20.23,-99.1,-48.07,-30.44,-23.49,-24.92,-28.52
"2014-01-13 19:51:37.7",2365,-457.4,-909,-11.94,-1491,-1900,-27.08,-2102,-2399,-20.41,-99,-48.65,-31.12,-25.12,-26.13,-29.02
"2014-01-13 19:51:37.8",2366,-457.6,-909,-11.94,-1491,-1900,-27.08,-2111,-2405,-20.6,-99,-49.18,-31.78,-26.72,-27.33,-29.55
"2014-01-13 19:51:37.9",2367,-457.8,-909,-11.94,-1491,-1900,-27.08,-2121,-2412,-20.8,-99,-49.68,-32.44,-28.28,-28.52,-30.11
"2014-01-13 19:51:38",2368,-457.6,-909,-11.94,-1490,-1900,-27.08,-2131,-2418,-20.99,-99,-50.14,-33.06,-29.81,-29.71,-30.7
"2014-01-13 19:51:38.1",2369,-457.8,-909,-11.94,-1491,-1900,-27.08,-2141,-2425,-21.19,-99.1,-50.56,-33.68,-31.3,-30.89,-31.33
"2014-01-13 19:51:38.2",2370,-457.8,-909,-11.94,-1491,-1900,-27.08,-2150,-2432,-21.39,-99.1,-50.95,-34.27,-32.77,-32.07,-31.98
"2014-01-13 19:51:38.3",2371,-457.8,-909,-11.94,-1490,-1900,-27.08,-2160,-2439,-21.59,-99.2,-51.31,-34.87,-34.2,-33.25,-32.66
"2014-01-13 19:51:38.4",2372,-457.3,-909,-11.94,-1490,-1900,-27.08,-2170,-2446,-21.79,-99.2,-51.65,-35.44,-35.61,-34.42,-33.36
"2014-01-13 19:51:38.5",2373,-457.6,-909,-11.94,-1491,-1900,-27.08,-2180,-2453,-21.99,-99.3,-51.97,-36.01,-36.99,-35.58,-34.08
"2014-01-13 19:51:38.6",2374,-457.4,-909,-11.94,-1490,-1900,-27.08,-2190,-2460,-22.18,-99.4,-52.27,-36.55,-38.34,-36.74,-34.82
"2014-01-13 19:51:38.7",2375,-457.4,-909,-11.94,-1490,-1900,-27.08,-2200,-2468,-22.38,-99.5,-52.56,-37.09,-39.67,-37.89,-35.58
"2014-01-13 19:51:38.8",2376,-457.4,-909,-11.94,-1490,-1900,-27.08,-2210,-2475,-22.57,-99.7,-52.84,-37.6,-40.98,-39.03,-36.36
"2014-01-13 19:51:38.9",2377,-457.6,-909,-11.94,-1491,-1900,-27.08,-2220,-2482,-22.77,-99.8,-53.09,-38.12,-42.27,-40.16,-37.15
"2014-01-13 19:51:39",2378,-457.4,-909,-11.94,-1490,-1900,-27.08,-2229,-2489,-22.96,-100,-53.35,-38.61,-43.52,-41.28,-37.96
"2014-01-13 19:51:39.1",2379,-457.1,-909,-11.94,-1490,-1900,-27.08,-2238,-2496,-23.15,-100.2,-53.58,-39.1,-44.77,-42.4,-38.77
"2014-01-13 19:51:39.2",2380,-457.3,-909,-11.94,-1490,-1900,-27.08,-2248,-2503,-23.33,-100.4,-53.81,-39.56,-45.99,-43.51,-39.61
"2014-01-13 19:51:39.3",2381,-457.3,-909,-11.94,-1490,-1900,-27.08,-2257,-2510,-23.52,-100.6,-54.04,-40.02,-47.19,-44.61,-40.45
"2014-01-13 19:51:39.4",2382,-457.6,-909,-11.94,-1490,-1900,-27.08,-2266,-2516,-23.7,-100.8,-54.26,-40.47,-48.38,-45.7,-41.3
"2014-01-13 19:51:39.5",2383,-457.4,-909,-11.94,-1490,-1900,-27.08,-2275,-2523,-23.87,-101,-54.46,-40.89,-49.54,-46.77,-42.16
"2014-01-13 19:51:39.6",2384,-457.4,-909,-11.94,-1490,-1900,-27.08,-2284,-2530,-24.05,-101.2,-54.68,-41.32,-50.69,-47.85,-43.03
"2014-01-13 19:51:39.7",2385,-457.6,-909,-11.94,-1490,-1900,-27.08,-2293,-2537,-24.22,-101.5,-54.87,-41.73,-51.83,-48.91,-43.9
"2014-01-13 19:51:39.8",2386,-457.6,-909,-11.94,-1490,-1900,-27.08,-2301,-2543,-24.39,-101.7,-55.07,-42.13,-52.94,-49.96,-44.78
"2014-01-13 19:51:39.9",2387,-457.6,-909,-11.94,-1490,-1900,-27.08,-2310,-2550,-24.56,-101.9,-55.26,-42.52,-54.04,-51,-45.67
"2014-01-13 19:51:40",2388,-457.4,-909,-11.94,-1490,-1900,-27.08,-2318,-2556,-24.72,-102.1,-55.44,-42.89,-55.14,-52.03,-46.55
"2014-01-13 19:51:40.1",2389,-457.4,-909,-11.94,-1490,-1900,-27.08,-2326,-2563,-24.88,-102.3,-55.62,-43.26,-56.21,-53.05,-47.45
"2014-01-13 19:51:40.2",2390,-457.1,-909,-11.94,-1490,-1900,-27.08,-2334,-2569,-23.92,-54.58,4.516,-42.95,-56.85,-53.71,-48.23
"2014-01-13 19:51:40.3",2391,-457.1,-909,-11.93,-1490,-1900,-27.08,-2282,-2533,-23.02,-81.5,0.666,1.913,-46.86,-52.64,-48.44
"2014-01-13 19:51:40.4",2392,-457.1,-909,-11.93,-1490,-1900,-27.08,-2233,-2499,-22.24,-96,-2.63,-0.639,18.02,-0.678,-42.32
"2014-01-13 19:51:40.5",2393,-457.3,-909,-11.93,-1490,-1900,-27.08,-2192,-2471,-21.57,-103.9,-5.651,-3.031,16.96,-1.387,-38.19
"2014-01-13 19:51:40.6",2394,-457.1,-909,-11.94,-1490,-1900,-27.08,-2157,-2447,-21,-107.3,-8.81,-5.285,15.78,-2.153,-37.4
"2014-01-13 19:51:40.7",2395,-457.1,-909,-11.94,-1490,-1900,-27.08,-2128,-2427,-20.52,-108.2,-12.04,-7.436,14.45,-2.963,-31.7
"2014-01-13 19:51:40.8",2396,-457.3,-909,-11.94,-1490,-1900,-27.08,-2104,-2411,-20.11,-107.8,-15.26,-9.45,12.96,-3.822,-30.33
"2014-01-13 19:51:40.9",2397,-457.3,-909,-11.93,-1490,-1900,-27.08,-2084,-2397,-19.78,-106.9,-18.4,-11.33,11.3,-4.728,-29.3
"2014-01-13 19:51:41",2398,-457.4,-909,-11.94,-1490,-1900,-27.08,-2069,-2386,-19.52,-105.7,-21.43,-13.08,9.49,-5.675,-28.49
"2014-01-13 19:51:41.1",2399,-457.3,-909,-11.94,-1490,-1900,-27.08,-2056,-2377,-19.31,-104.6,-24.32,-14.65,7.564,-6.657,-27.88
"2014-01-13 19:51:41.2",2400,-457.3,-909,-11.93,-1490,-1900,-27.08,-2046,-2370,-19.15,-103.6,-27.06,-16.11,5.552,-7.674,-27.39
"2014-01-13 19:51:41.3",2401,-457.4,-909,-11.94,-1490,-1900,-27.08,-2039,-2365,-19.04,-102.7,-29.62,-17.55,3.478,-8.72,-27.01
"2014-01-13 19:51:41.4",2402,-457.3,-909,-11.94,-1490,-1900,-27.08,-2035,-2361,-18.97,-102,-31.99,-18.98,1.369,-9.79,-26.71
"2014-01-13 19:51:41.5",2403,-457.4,-909,-11.94,-1490,-1900,-27.08,-2032,-2359,-18.94,-101.4,-34.16,-20.38,-0.762,-10.89,-26.49
"2014-01-13 19:51:41.6",2404,-457.4,-909,-11.94,-1490,-1900,-27.08,-2032,-2358,-18.94,-100.9,-36.11,-21.66,-2.884,-12.01,-26.34
"2014-01-13 19:51:41.7",2405,-457.3,-909,-11.94,-1490,-1900,-27.08,-2033,-2358,-18.98,-100.5,-37.86,-22.71,-4.988,-13.14,-26.26
"2014-01-13 19:51:41.8",2406,-457.3,-909,-11.94,-1490,-1900,-27.08,-2035,-2359,-19.03,-100.2,-39.43,-23.63,-7.044,-14.28,-26.25
"2014-01-13 19:51:41.9",2407,-457.4,-909,-11.93,-1490,-1900,-27.08,-2039,-2361,-19.12,-99.9,-40.82,-24.48,-9.06,-15.44,-26.31
"2014-01-13 19:51:42",2408,-457.3,-909,-11.94,-1490,-1900,-27.08,-2043,-2363,-19.22,-99.7,-42.09,-25.31,-11.04,-16.62,-26.42
"2014-01-13 19:51:42.1",2409,-457.3,-909,-11.94,-1490,-1900,-27.08,-2049,-2366,-19.34,-99.6,-43.22,-26.12,-12.97,-17.8,-26.59
"2014-01-13 19:51:42.2",2410,-457.4,-909,-11.94,-1490,-1900,-27.08,-2055,-2370,-19.47,-99.4,-44.25,-26.9,-14.85,-18.98,-26.82
"2014-01-13 19:51:42.3",2411,-457.1,-909,-11.94,-1490,-1900,-27.08,-2063,-2374,-19.62,-99.3,-45.17,-27.66,-16.69,-20.17,-27.09
"2014-01-13 19:51:42.4",2412,-457.1,-909,-11.94,-1490,-1900,-27.08,-2070,-2379,-19.78,-99.2,-46,-28.4,-18.48,-21.37,-27.42
"2014-01-13 19:51:42.5",2413,-457.6,-909,-11.94,-1490,-1900,-27.08,-2078,-2384,-19.94,-99.2,-46.77,-29.12,-20.23,-22.57,-27.79
"2014-01-13 19:51:42.6",2414,-457.3,-909,-11.94,-1490,-1900,-27.08,-2087,-2389,-20.11,-99.1,-47.46,-29.83,-21.94,-23.77,-28.21
"2014-01-13 19:51:42.7",2415,-457.4,-909,-11.94,-1490,-1900,-27.08,-2095,-2395,-20.3,-99.1,-48.1,-30.52,-23.62,-24.98,-28.67
"2014-01-13 19:51:42.8",2416,-457.4,-909,-11.94,-1490,-1900,-27.08,-2105,-2401,-20.48,-99.1,-48.68,-31.2,-25.25,-26.17,-29.16
"2014-01-13 19:51:42.9",2417,-457.3,-909,-11.94,-1490,-1900,-27.08,-2114,-2407,-20.67,-99.1,-49.21,-31.86,-26.85,-27.38,-29.69
"2014-01-13 19:51:43",2418,-457.3,-909,-11.93,-1490,-1900,-27.08,-2124,-2414,-20.86,-99.1,-49.7,-32.51,-28.41,-28.57,-30.25
"2014-01-13 19:51:43.1",2419,-457.1,-909,-11.94,-1490,-1900,-27.08,-2133,-2421,-21.06,-99.1,-50.16,-33.14,-29.94,-29.76,-30.85
"2014-01-13 19:51:43.2",2420,-457.1,-909,-11.94,-1490,-1900,-27.08,-2143,-2427,-21.25,-99.1,-50.58,-33.75,-31.44,-30.95,-31.47
"2014-01-13 19:51:43.3",2421,-457.3,-909,-11.94,-1490,-1900,-27.08,-2153,-2434,-21.45,-99.1,-50.97,-34.36,-32.9,-32.13,-32.12
"2014-01-13 19:51:43.4",2422,-457.3,-909,-11.94,-1490,-1900,-27.08,-2163,-2441,-21.65,-99.2,-51.33,-34.94,-34.34,-33.31,-32.79
"2014-01-13 19:51:43.5",2423,-457.1,-909,-11.94,-1490,-1900,-27.08,-2172,-2448,-21.84,-99.2,-51.67,-35.52,-35.75,-34.49,-33.49
"2014-01-13 19:51:43.6",2424,-457.3,-909,-11.94,-1490,-1900,-27.08,-2182,-2455,-22.04,-99.3,-51.99,-36.08,-37.13,-35.65,-34.22
"2014-01-13 19:51:43.7",2425,-457.4,-909,-11.94,-1490,-1900,-27.08,-2192,-2462,-22.24,-99.4,-52.3,-36.63,-38.49,-36.81,-34.95
"2014-01-13 19:51:43.8",2426,-457.4,-909,-11.94,-1490,-1900,-27.08,-2202,-2469,-22.43,-99.5,-52.58,-37.16,-39.82,-37.96,-35.71
"2014-01-13 19:51:43.9",2427,-457.4,-909,-11.94,-1490,-1900,-27.08,-2212,-2476,-22.62,-99.7,-52.85,-37.68,-41.13,-39.1,-36.49
"2014-01-13 19:51:44",2428,-457.4,-909,-11.94,-1490,-1900,-27.08,-2221,-2483,-22.82,-99.8,-53.11,-38.19,-42.41,-40.24,-37.29
"2014-01-13 19:51:44.1",2429,-457.4,-909,-11.94,-1490,-1900,-27.08,-2231,-2490,-23.01,-100,-53.36,-38.68,-43.67,-41.36,-38.09
"2014-01-13 19:51:44.2",2430,-457.6,-909,-11.94,-1490,-1900,-27.08,-2240,-2497,-23.19,-100.2,-53.59,-39.16,-44.92,-42.48,-38.91
"2014-01-13 19:51:44.3",2431,-457.3,-909,-11.94,-1490,-1900,-27.08,-2249,-2504,-23.38,-100.4,-53.83,-39.63,-46.14,-43.59,-39.73
"2014-01-13 19:51:44.4",2432,-457.3,-909,-11.94,-1490,-1900,-27.08,-2259,-2511,-23.56,-100.6,-54.06,-40.09,-47.34,-44.69,-40.58
